datetime,open,high,low,close,volume
2024-05-10,184.89999,185.09,182.13,183.05,50727400
2024-05-09,182.56,184.66,182.11,184.57001,48983000
2024-05-08,182.85001,183.07001,181.45,182.74001,45057100
2024-05-07,183.45,184.89999,181.32001,182.39999,77305800
2024-05-06,182.35001,184.2,180.42,181.71001,78569700
2024-05-03,186.64999,187.0,182.66,183.38,163224100
2024-05-02,172.50999,173.42,170.89,173.03,94214900
2024-05-01,169.58,172.71001,169.11,169.3,50383100
2024-04-30,173.33,174.99001,170.0,170.33,65934800
2024-04-29,173.37,176.03,173.10001,173.5,68169400
2024-04-26,169.88,171.34,169.17999,169.3,44838400
2024-04-25,169.53,170.61,168.14999,169.89,50558300
2024-04-24,166.53999,169.3,166.21001,169.02,48251800
2024-04-23,165.35001,167.05,164.92,166.89999,49537800
2024-04-22,165.52,167.25999,164.77,165.84,48116400
2024-04-19,166.21001,166.39999,164.08,165.0,67772100
2024-04-18,168.03,168.64,166.55,167.03999,43122900
2024-04-17,169.61,170.64999,168.0,168.0,50901200
2024-04-16,171.75,173.75999,168.27,169.38,73711200
2024-04-15,175.36,176.63,172.5,172.69,73531800
2024-04-12,174.25999,178.36,174.21001,176.55,101593300
2024-04-11,168.34,175.46001,168.16,175.03999,91070300
2024-04-10,168.8,169.09,167.11,167.78,49709300
2024-04-09,168.7,170.08,168.35001,169.67,42451200
2024-04-08,169.03,169.2,168.24001,168.45,37425500
2024-04-05,169.59,170.39,168.95,169.58,42055200
2024-04-04,170.28999,171.92,168.82001,168.82001,53704400
2024-04-03,168.78999,170.67999,168.58,169.64999,47691700
2024-04-02,169.08,169.34,168.23,168.84,49329500
2024-04-01,171.19,171.25,169.48,170.03,46240500
2024-03-28,171.75,172.23,170.50999,171.48,65672700
2024-03-27,170.41,173.60001,170.11,173.31,60273300
2024-03-26,170.0,171.42,169.58,169.71001,57388400
2024-03-25,170.57001,171.94,169.45,170.85001,54288300
2024-03-22,171.75999,173.05,170.06,172.28,71106600
2024-03-21,177.05,177.49001,170.84,171.37,106181300
2024-03-20,175.72,178.67,175.09,178.67,53423100
2024-03-19,174.34,176.61,173.03,176.08,55215200
2024-03-18,175.57001,177.71001,173.52,173.72,75604200
2024-03-15,171.17,172.62,170.28999,172.62,121664700
2024-03-14,172.91,174.31,172.05,173.0,72913500
2024-03-13,172.77,173.19,170.75999,171.13,52488700
2024-03-12,173.14999,174.03,171.00999,173.23,59825400
2024-03-11,172.94,174.38,172.05,172.75,60139500
2024-03-08,169.0,173.7,168.94,170.73,76114600
2024-03-07,169.14999,170.73,168.49001,169.0,71765100
2024-03-06,171.06,171.24001,168.67999,169.12,68587700
2024-03-05,170.75999,172.03999,169.62,170.12,95132400
2024-03-04,176.14999,176.89999,173.78999,175.10001,81510100
2024-03-01,179.55,180.53,177.38,179.66,73488000
2024-02-29,181.27,182.57001,179.53,180.75,136682600
2024-02-28,182.50999,183.12,180.13,181.42,48953900
2024-02-27,181.10001,183.92,179.56,182.63,54318900
2024-02-26,182.24001,182.75999,180.64999,181.16,40867400
2024-02-23,185.00999,185.03999,182.23,182.52,45119700
2024-02-22,183.48,184.96001,182.46001,184.37,52292200
2024-02-21,181.94,182.89,180.66,182.32001,41529700
2024-02-20,181.78999,182.42999,180.0,181.56,53665600
