datetime,open,high,low,close,volume
2024-03-18,193.28999,193.5,188.05,190.64999,59306900
2024-03-15,184.83,193.8,184.48,191.06,95225700
2024-03-14,192.92,196.92999,184.03,187.06,84490500
2024-03-13,198.73,198.83,192.7,194.78999,70526900
2024-03-12,200.52,202.85001,194.27,202.75999,68951700
2024-03-11,203.00999,203.55,196.7,198.39,73098600
2024-03-08,213.41,227.3,205.60001,207.39,120592600
2024-03-07,212.52,213.83,208.22,211.38,63869000
2024-03-06,210.42999,214.81,207.32001,210.63,86687000
2024-03-05,200.5,205.33,199.14999,205.13,65407100
2024-03-04,205.16,211.00999,203.5,205.36,86835300
2024-03-01,197.91,202.72,195.42,202.64,103583000
2024-02-29,179.82001,193.0,179.82001,192.53,105538500
2024-02-28,176.25,176.84,173.59,176.53999,35914400
2024-02-27,175.92,178.46001,172.49001,178.0,43665200
2024-02-26,178.78,179.84,174.81,176.00999,45435100
2024-02-23,181.86,183.8,174.55,176.52,69207400
2024-02-22,173.2,183.83,172.0,181.86,100684700
2024-02-21,162.74001,164.89999,161.81,164.28999,48774600
2024-02-20,171.14,171.81,162.0,165.69,66550000
2024-02-16,177.45,180.33,173.25,173.87,53896000
2024-02-15,179.14,180.5,175.25999,176.75999,51126400
2024-02-14,173.47,178.74001,172.88,178.7,57402500
2024-02-13,167.94,173.17,164.3,171.53999,63071300
2024-02-12,172.67999,177.41,170.67,171.91,58177100
2024-02-09,171.0,175.10001,168.66,172.48,56375700
2024-02-08,170.33,172.17,168.60001,169.35001,43385300
2024-02-07,169.47,172.97,168.2,170.94,53665400
2024-02-06,173.14999,173.88,165.5,167.88,68854100
2024-02-05,179.09,180.00999,171.11,174.23,76349200
2024-02-02,173.78999,179.0,173.05,177.66,82078100
2024-02-01,169.27,171.14,165.86,170.48,91576700
2024-01-31,165.74001,171.3,162.56,167.69,133157300
2024-01-30,176.13,178.48,169.52,172.06,122265700
2024-01-29,178.77,178.89,174.39999,177.83,89384500
2024-01-26,175.28999,181.23,174.14999,177.25,107381200
2024-01-25,183.41,184.92,177.63,180.33,127171400
2024-01-24,172.55,180.58,170.56,178.28999,125516400
2024-01-23,166.5,169.63,164.27,168.42,76830500
2024-01-22,174.39,174.72,164.14999,168.17999,122973800
2024-01-19,165.8,174.25,162.2,174.23,139825500
2024-01-18,166.2,168.60001,158.22,162.67,131864900
2024-01-17,158.45,160.64,154.39999,160.17,104085000
2024-01-16,150.36,159.72,149.98,158.74001,112711400
2024-01-12,148.03999,148.75,145.0,146.56,48250800
2024-01-11,148.52,150.38,143.69,148.02,62764600
2024-01-10,150.07001,150.88,146.64999,148.53999,56951200
2024-01-09,145.95,149.86,145.08,149.25999,67875700
2024-01-08,140.36,147.14999,140.14999,146.17999,71756900
2024-01-05,136.78,141.00999,136.44,138.58,69595000
2024-01-04,134.3,137.7,134.0,136.00999,58610300
2024-01-03,135.71001,137.42999,133.74001,135.32001,61988600
2024-01-02,144.28,144.39999,137.42999,138.58,64902000
2023-12-29,149.5,151.05,147.2,147.41,62028200
2023-12-28,146.8,150.41,145.95,148.75999,63800700
2023-12-27,144.72,146.25,143.17999,146.07001,49033400
2023-12-26,140.07001,143.85001,139.92,143.41,47157400
2023-12-22,140.48,140.7,138.31,139.60001,35370400
2023-12-21,138.14,139.98,137.38,139.91,47179400
2023-12-20,139.0,139.58,135.37,135.47,54671700
2023-12-19,138.57001,143.47,138.56,140.14999,63739800
2023-12-18,139.14999,139.78999,137.64999,138.89999,45199500
